"Colname" "CGR.ID" "External.ID" "SampleType" "Source.Material" "Extraction.Batch.ID" "Source.PCR.Plate" "Run.ID" "Project.ID" "Collection.Method" "Instrument" "Month" "Storage" "Subject"
"SC334795" "SP2027_OMNI_V07_MB0000662" "SP2027_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_A_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2027"
"SC334796" "SP2028_OMNI_V07_MB0000662" "SP2028_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_G_01" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2028"
"SC334798" "SP2030_OMNI_V07_MB0000662" "SP2030_OMNI_V07" "Study" "Saliva" "MB0000662" "PC20075_H_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "QS" "ExtMonth06" "80" "SP2030"
"SC334808" "DZ35316_0167_MB0000662" "DZ35316_0167" "artificialcolony" "Saliva" "MB0000662" "PC20075_G_02" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "QS" "ExtMonth06" "Control" "Control"
"SC422893" "DZ35316_0013_PC13240" "DZ35316_0013" "artificialcolony" "Buccal" "PC13240" "PC20075_B_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth12" "Control" "Control"
"SC422894" "SP2001_ScopeCell_V08_PC13240" "SP2001_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20075_C_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2001"
"SC422895" "SP2002_ScopeCell_V06_PC13240" "SP2002_ScopeCell_V06" "Study" "Buccal" "PC13240" "PC20075_D_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2002"
"SC422896" "SP2003_ScopeCell_V08_PC13240" "SP2003_ScopeCell_V08" "Study" "Buccal" "PC13240" "PC20075_E_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2003"
"SC422897" "SP2004_ScopeCell_V06_PC13240" "SP2004_ScopeCell_V06" "Study" "Buccal" "PC13240" "PC20075_F_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth12" "80" "SP2004"
"SC490183" "SP2001_OMNI_V08_R-08" "SP2001_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_E_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2001"
"SC490184" "SP2002_OMNI_V08_R-08" "SP2002_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_F_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2002"
"SC490185" "SP2003_OMNI_V08_R-08" "SP2003_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_G_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2003"
"SC490186" "SP2004_OMNI_V08_R-08" "SP2004_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_H_08" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2004"
"SC490187" "SP2005_OMNI_V08_R-08" "SP2005_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_A_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2005"
"SC490188" "SP2006_OMNI_V08_R-08" "SP2006_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_B_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2006"
"SC490189" "SP2007_OMNI_V08_R-08" "SP2007_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_C_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2007"
"SC490190" "SP2008_OMNI_V08_R-08" "SP2008_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_D_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2008"
"SC490191" "SP2009_OMNI_V08_R-08" "SP2009_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_E_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2009"
"SC490192" "SP2010_OMNI_V08_R-08" "SP2010_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_F_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2010"
"SC490193" "SP2011_OMNI_V08_R-08" "SP2011_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_G_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2011"
"SC490194" "SP2012_OMNI_V08_R-08" "SP2012_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_H_09" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2012"
"SC490195" "SP2013_OMNI_V08_R-08" "SP2013_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_A_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2013"
"SC490196" "SP2014_OMNI_V08_R-08" "SP2014_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_B_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2014"
"SC490197" "SP2015_OMNI_V08_R-08" "SP2015_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_C_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2015"
"SC490198" "SP2016_OMNI_V08_R-08" "SP2016_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_D_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2016"
"SC490199" "SP2017_OMNI_V08_R-08" "SP2017_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_E_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2017"
"SC490200" "SP2018_OMNI_V08_R-08" "SP2018_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_F_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2018"
"SC490201" "SP2019_OMNI_V08_R-08" "SP2019_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_G_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2019"
"SC490202" "SP2020_OMNI_V08_R-08" "SP2020_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_H_10" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2020"
"SC490203" "SP2021_OMNI_V08_R-08" "SP2021_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_A_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2021"
"SC490204" "SP2022_OMNI_V08_R-08" "SP2022_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_B_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2022"
"SC490205" "SP2023_OMNI_V08_R-08" "SP2023_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_C_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2023"
"SC490206" "SP2024_OMNI_V08_R-08" "SP2024_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_D_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2024"
"SC490207" "SP2025_OMNI_V08_R-08" "SP2025_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_E_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2025"
"SC490208" "SP2026_OMNI_V08_R-08" "SP2026_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_F_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2026"
"SC490209" "SP2027_OMNI_V08_R-08" "SP2027_OMNI_V08" "Study" "gDNA" "R-08" "PC20075_G_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth12" "80" "SP2027"
"SC490213" "DZ35316_0001_R-08" "DZ35316_0001" "artificialcolony" "Saliva" "R-08" "PC20075_H_11" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth12" "Control" "Control"
"SC490214" "DZ35298_0108_R-08" "DZ35298_0108" "robogut" "gDNA" "R-08" "PC20075_A_12" "190405_M03599_0183_000000000-CDNFK" "NP0440-MB4" "Control" "KF" "ExtMonth12" "Control" "Control"
"SC241318" "SP2001_OMNI_V02_PC01034" "SP2001_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_B_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2001"
"SC241319" "SP2002_OMNI_V02_PC01034" "SP2002_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_C_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2002"
"SC241320" "SP2003_OMNI_V02_PC01034" "SP2003_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_D_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2003"
"SC241321" "SP2004_OMNI_V02_PC01034" "SP2004_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_E_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2004"
"SC241322" "SP2005_OMNI_V02_PC01034" "SP2005_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_F_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2005"
"SC241323" "SP2006_OMNI_V02_PC01034" "SP2006_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_G_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2006"
"SC241325" "SP2008_OMNI_V02_PC01034" "SP2008_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_H_01" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2008"
"SC241326" "SP2009_OMNI_V02_PC01034" "SP2009_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_A_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2009"
"SC241327" "SP2010_OMNI_V02_PC01034" "SP2010_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_B_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2010"
"SC241328" "SP2011_OMNI_V02_PC01034" "SP2011_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_C_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2011"
"SC241329" "SP2012_OMNI_V02_PC01034" "SP2012_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_D_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2012"
"SC241330" "SP2013_OMNI_V02_PC01034" "SP2013_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_E_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2013"
"SC241333" "SP2016_OMNI_V02_PC01034" "SP2016_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_F_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2016"
"SC241334" "SP2017_OMNI_V02_PC01034" "SP2017_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_G_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2017"
"SC241335" "SP2018_OMNI_V02_PC01034" "SP2018_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_H_02" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2018"
"SC241336" "SP2019_OMNI_V02_PC01034" "SP2019_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_A_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2019"
"SC241337" "SP2020_OMNI_V02_PC01034" "SP2020_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_B_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2020"
"SC241338" "SP2021_OMNI_V02_PC01034" "SP2021_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_C_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2021"
"SC241339" "SP2022_OMNI_V02_PC01034" "SP2022_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_D_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2022"
"SC241341" "SP2024_OMNI_V02_PC01034" "SP2024_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_E_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2024"
"SC241342" "SP2025_OMNI_V02_PC01034" "SP2025_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_F_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2025"
"SC241343" "SP2026_OMNI_V02_PC01034" "SP2026_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_G_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2026"
"SC241345" "SP2028_OMNI_V02_PC01034" "SP2028_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_H_03" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2028"
"SC241346" "SP2029_OMNI_V02_PC01034" "SP2029_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_A_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2029"
"SC241347" "SP2030_OMNI_V02_PC01034" "SP2030_OMNI_V02" "Study" "Buccal" "PC01034" "PC20071_B_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth0" "20" "SP2030"
"SC241348" "DZ35298_0025_PC01034" "DZ35298_0025" "robogut" "Buccal" "PC01034" "PC20071_C_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "Control" "KF" "ExtMonth0" "Control" "Control"
"SC241350" "SP2001_ScopeCell_V02_PC01034" "SP2001_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_E_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2001"
"SC241351" "SP2002_ScopeCell_V27_PC01034" "SP2002_ScopeCell_V27" "Study" "Buccal" "PC01034" "PC20071_F_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2002"
"SC241352" "SP2003_ScopeCell_V02_PC01034" "SP2003_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_G_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2003"
"SC241353" "SP2004_ScopeCell_V27_PC01034" "SP2004_ScopeCell_V27" "Study" "Buccal" "PC01034" "PC20071_H_04" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2004"
"SC241354" "SP2005_ScopeCell_V02_PC01034" "SP2005_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_A_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2005"
"SC241356" "SP2007_ScopeCell_V02_PC01034" "SP2007_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_B_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2007"
"SC241357" "SP2008_ScopeCell_V27_PC01034" "SP2008_ScopeCell_V27" "Study" "Buccal" "PC01034" "PC20071_C_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2008"
"SC241358" "SP2009_ScopeCell_V02_PC01034" "SP2009_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_D_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2009"
"SC241359" "SP2010_ScopeCell_V02_PC01034" "SP2010_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_E_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2010"
"SC241360" "SP2011_ScopeCell_V02_PC01034" "SP2011_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_F_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2011"
"SC241361" "SP2012_ScopeCell_V02_PC01034" "SP2012_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_G_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2012"
"SC241362" "SP2013_ScopeCell_V02_PC01034" "SP2013_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_H_05" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2013"
"SC241364" "SP2015_ScopeCell_V02_PC01034" "SP2015_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_A_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2015"
"SC241365" "SP2016_ScopeCell_V02_PC01034" "SP2016_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_B_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2016"
"SC241366" "SP2017_ScopeCell_V02_PC01034" "SP2017_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_C_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2017"
"SC241367" "SP2018_ScopeCell_V02_PC01034" "SP2018_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_D_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2018"
"SC241368" "SP2019_ScopeCell_V02_PC01034" "SP2019_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_E_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2019"
"SC241369" "SP2020_ScopeCell_V02_PC01034" "SP2020_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_F_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2020"
"SC241370" "SP2021_ScopeCell_V02_PC01034" "SP2021_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_G_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2021"
"SC241371" "SP2022_ScopeCell_V02_PC01034" "SP2022_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_H_06" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2022"
"SC241372" "SP2023_ScopeCell_V02_PC01034" "SP2023_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_A_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2023"
"SC241373" "SP2024_ScopeCell_V02_PC01034" "SP2024_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_B_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2024"
"SC241374" "SP2025_ScopeCell_V02_PC01034" "SP2025_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_C_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2025"
"SC241375" "SP2026_ScopeCell_V02_PC01034" "SP2026_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_D_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2026"
"SC241376" "SP2027_ScopeCell_V02_PC01034" "SP2027_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_E_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2027"
"SC241377" "SP2028_ScopeCell_V02_PC01034" "SP2028_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_F_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2028"
"SC241378" "SP2029_ScopeCell_V02_PC01034" "SP2029_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_G_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2029"
"SC241379" "SP2030_ScopeCell_V02_PC01034" "SP2030_ScopeCell_V02" "Study" "Buccal" "PC01034" "PC20071_H_07" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "ScopeCell" "KF" "ExtMonth0" "20" "SP2030"
"SC241380" "DZ35316_0109_PC01034" "DZ35316_0109" "artificialcolony" "Buccal" "PC01034" "PC20071_A_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "Control" "KF" "ExtMonth0" "Control" "Control"
"SC253759" "SP2001_OMNI_V05_PC02199" "SP2001_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_C_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2001"
"SC253760" "SP2002_OMNI_V05_PC02199" "SP2002_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_D_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2002"
"SC253761" "SP2003_OMNI_V05_PC02199" "SP2003_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_E_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2003"
"SC253762" "SP2004_OMNI_V05_PC02199" "SP2004_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_F_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2004"
"SC253763" "SP2005_OMNI_V05_PC02199" "SP2005_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_G_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2005"
"SC253764" "SP2006_OMNI_V05_PC02199" "SP2006_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_H_08" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2006"
"SC253766" "SP2008_OMNI_V05_PC02199" "SP2008_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_A_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2008"
"SC253767" "SP2009_OMNI_V05_PC02199" "SP2009_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_B_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2009"
"SC253768" "SP2010_OMNI_V05_PC02199" "SP2010_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_C_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2010"
"SC253769" "SP2011_OMNI_V05_PC02199" "SP2011_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_D_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2011"
"SC253770" "SP2012_OMNI_V05_PC02199" "SP2012_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_E_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2012"
"SC253771" "SP2013_OMNI_V05_PC02199" "SP2013_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_F_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2013"
"SC253772" "SP2014_OMNI_V05_PC02199" "SP2014_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_G_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2014"
"SC253774" "SP2016_OMNI_V05_PC02199" "SP2016_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_H_09" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2016"
"SC253775" "SP2017_OMNI_V05_PC02199" "SP2017_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_A_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2017"
"SC253776" "SP2018_OMNI_V05_PC02199" "SP2018_OMNI_V05" "Study" "Buccal" "PC02199" "PC20071_B_10" "190408_M01354_0117_000000000-CDPN9" "NP0440-MB4" "OMNIgene" "KF" "ExtMonth01" "80" "SP2018"
